comment,label
today kon kon suru kiya,NA
sara piyar hospital my hi nikal ta hy in sab,A
just outstanding st episode,NA
hayeeee khaala us abu yaar aagye mere humsafar,NA
mujhe maaf kerna ager apko mera kutta kehna bura laga mujhe laga tha apko pehly hi pata hogi ye bat,A
us kutta ne bohut fahash kaprey pehnay huwey hein,A
bina english boly aur bina larkion se bat kiay kon gandy rehna chahta hai bay,A
plz release ost of meri zindagi tu,NA
Tumhari kamai haram hai isliye tumhari duain qabool nahi hongi,A
im watching december st episode,NA
meray hamsayon ne oonchi awaz mein kanjar khana lagaya hua hai,A
aaj kl ky fazul tareen dramay upar sey over acting dukaan koi concept logic iss dramay mn hadh hoti i mean,NA
pata nai kiun new generation kharab krnay k liye dance club promote kr rhay her dramay may,NA
muslim girls from a muslim country they dont follow their rules at all interesting but looks a nice drama,NA
kisi ne sahi kaha hai ke gaand ka ilaaj hai gaandu ka nahi,A
hamal zaya hony k baad log meray barhtey wazan ka mazaq urratey rahey mujhe is per bohut dukh huwa,A
hindustan mein aaj sirf musalmaanon per hi nahi maseehi baradari per bhi zulm ho raha hai,A
sabiq hukmaranon ne mulk to bedardi se loota,A
khani drama kee copy h ye drama hr koi mir haadi nhi bn sakta,NA
marney waley mazdooron ko shanakht ke baad alag ker ke zibah kiya gaya,A
agr khana katy waqt sir py dupatta ly lety to kia hi hojati wesy na ly lkn khana khaty waqt to ly,NA
N Legue waley judge ko blackmail ker k faisla apney haq mein karaney ke mahir hein,A
finally aaj mustafa ne adeel krdiya jaleel wo de rha apni maa jhuthi daleel,A
hi im bangladesh,NA
what a view,NA
eik dafa phir mjy chod do,A
pabandiyon ne kahsmiriyon ki roz marrah ki zindagi jazbaat zehni halat ko buri tarah mutaasir kiya hai,A
lmaoaoa so real,NA
islam mein insaniyat nahi hai,A
gashti ne sb politicians ko phuddi ke zor pe apna deewana banaya huwa hai,A
nawaz shehbaz ko yad kernay se behter hai fawad apni nalaiqi per ghor karen,A
molana ka mazhab card ka beyanyah puncture aur dharney ke maqasad zameen bos ho gaye,A
hindutva ke manney walon ko banda dekhty hi 2 thappar lga k jail mein daal de,A
koi apney haq ki baat bhi karey to usey RSS k gundey qatal ki dhamkiyan de jatey hein,A
molana fazal ur rehman ke aagey kunwan peechay khai hai pehlay bhi molana ne opposition ko marwaya tha aur ab bhi marwayen gey,A
saray musalman kutton ki yehi soch hoti hai,A
aure sunao kiss ho,NA
sanwal yaar piya best,NA
mustafa kamal ne awam ki tax wasooli ki raqam altaf bhai ke liye jama ki aur london bhijwai,A
kamiyarrr ma bap tho drama neha ma bap,NA
too much luxuries in one frame not a normal drama a pure elite class drama and ayashi,NA
tumhen tawaifon wali harkaten kernay ki zrurat nahi hai,A
2 sarkari haspataalon ka imraaz e qalab ki munasib machinon se lais ambulance faraham kernay se inkaar siyasi inteqaam ki taazah misaal hai,A
tareekh gawah rahey gi ke hindu zalim thy,A
indians like plz,NA
jo aunty shakal wali ap na larki cast blach suite wali mujhe bas yh achi nhi lgi acting sorry,NA
drama to acha h pr larkio k sath ghomne cool show krwaya gya h drame mai thats not good for youth,NA
kanjar tujhey main ne jaan se maar dena hai,A
Berkeley police ne ehtejaj kerney waly be ghar logon per hamla kiya aur unhen bhaga diya,A
wait kijye kch din baad sharab noshi haram ha likhny zehmet b nai jay gi wase b its like fry samosay tissue ppr saaf kr k khana,NA
dakeeti ke doran aurat ki izzat loot li gayi,A
i love house also car,NA
us larki na name kya ha,NA
madam pagal hay,A
fazol h drama,NA
allah mahf kre ye pakistan ho kiya gya ha ab ase drama nikl aye ha k banda fam k sath ab beth kr ni dekh sakta inki dressing dekho ye islami mulk k dramy ha yar qasm pakistan kiya ho gya ha,NA
harami kuttey hindu jahannum mein jalein gey,A
is kuttey ke bachey ka apni maa per tashaddud dekh ker dil sakht pareshan ho geya hai,A
who knows them as nafees and hala,NA
mulki maeshiyat ke pehiye puncture kernay waley aaj kis moun se dosron ko lecture de rahey hein?,A
happy new year kaha a gai,NA
i like pakistani dramas nice,NA
khuda jab aqal baant raha tha to tu kidhar gaya hua tha? tujhe kisi bat ki samajh hi nai aati,A
laory nak tera enj jevein saoda mera ay,A
bilawal ka azadi march ke hawaley se beyaan bachgaana aur afsosnaak hai,A
kashmiriyon ki aah modi ko le doobey gi,A
kon ha jo aj ye first episode dekh raha ha,NA
ye india bnda ha,NA
fake channel pe it crossed crore views,NA
mard hota hi bhenchod hai,A
you can find all pro muslims in comment section,NA
in ganjon ne mulk loota hai khuda ki lanat ho in per,A
NAB pehlay tehqeeqat mukammal kernay ki bajaye mulzim ki giraftari ke baad saboot dhondta hai,A
itny bgairat log ho ap blka lanti chwal ho jo dakh drama rahy hoty ho koty bcho ya dakho kis jgha mokadas name yani islam lay aty ho,NA
yawr plz episodes zayada bana lo bohot maza aa raha hay,NA
ye dikhaney ka maqsad sirf dramay kerna aur patwariyon ko khota banana hai,A
vote leney ke liye kiya kiya dramey kertay hein log,A
me st jan,NA
bharat ka jangi janoon pury khittey ko tabah ker de ga,A
omg amazing hit super hit drama love all characters,NA
yeah very right,NA
qandeel baloch ko bedardi se qatal kia gya,A
tu apna mou apni dhoi meh ly or soja,A
kutta musalsal bhonk rahi hai aur kisi ki bat nahi sun rahi,A
who watching night time december,NA
dehshat gardon ne bhi sara danda shia hazraat ki gaand mein diya hua hai,A
anyone in india,NA
im from bangladesh i love pakistani drama,NA
haniya amir ar wahaj ali drama best,NA
allah k nabi kisi mutaji nahi jo allah k nabi ziker kerta bhala hota hplease un k ziker kisi compare na karein please,NA
watching from nepal,NA
yeh kisan nahi dehshatgard hein,A
haniya amir maam aapka dream vpn sai dekh rha hu,NA
pakistani actress bas nahe chal raha pure kapre utar ker screen per aa jayen ab to pakistani drama to family k sath baith ker bhe nahe dekh sakte,NA
bhens itna weak kon hota h,NA
mustafa sunn kr pyar amar gana yaad aa gya,A
i love muhammad saw,NA
ahelkaron ne waqas ko car se bahir nikal ker goli mari,A
pakistan cricket team se acha to blind cricket team khel leti,A
haniya amir fans like here,NA
mumbai main sab se zeyada ghareelu tashaddud kiya jata hai,A
un sab bc ko beech chorahe par nanga karke zinda jalana chaiye,A
million views in one day,NA
darama kam cars promotions ziada lag rhi,NA
molana ne kashmir cause ko tabah kerna tha so ker diya,A
i think simple but very interesting kamyar and hessan tu he humera hero chand dekhe tu wo sharme,NA
pls add english subtitles,NA
sharab noshey kharam hy tamaku noshey mozar hy to kia man lo yah party jazz hy,NA
aj pehli baar dekha guess kiski recommadion wja dekhra hu indians,NA
garam afghan jalebi ki bund marny ka b alag hi maza hai,A
plz upload eng sub,NA
whos watching in new year,NA
whi ghesi pitee story ameer baap bigri hui aulaad fall for shareef ghar beti,NA
Wo kutta tung krti hai aur usey mernay ki zaroorat hai,A
ye kya dekha rha ary,NA
moun band ker apna ,A
george floyd ka bereham qatal is baat ka sabut hai ke seyah faam logon ko buray salook ka samna karna parta hai,A
langrey logon ki fouj mein koi jagah nai,A
acha drama hoga inshallah,NA
tari wo gashti dogi style wali bevi kidhar hai,A
my favorite drama and also ost,NA
male and female visa available,NA
"sabiq pakistani cricket stars pakistan ka dorah nah kernay per ""buzdil"" srilankan cricketers per baras parey",A
saleem safi kanjar hai,A
new blockbuster drama,NA
kon hai ye kutta insan,A
teri aaukat to randiyo se bhi gai guzri hai,A
i love muhammad saw,NA
shahi bazar wali tawaif ki phudi bari khuli thi,A
a rich spoiled brat who has childhood trauma and a middle class sorted girl commn storyline nothing new,NA
bilawal khusra jb bhi bhonka hai moun se bawaseer hi nikaalta hai,A
yahan pura paskistan kashmir ke liye lar raha hai aur yeh harami nasal peeth per waar ker k pakistan ko torney ki baat ker raha hai,A
because washing bartan,NA
haramkhor thek jawab do kon kon tumharey sath mila hua hai,A
i like him as fazal bakhsh more,NA
madarzaat shakal masoom hai lekin ander se hai kameena,A
molana fazal ur rehman ka kehna hai k hum ager angrez se nahi darey tou wazeer e dakhilah kis khait ki mooli hein jo aaj hamen darra aur dhamka rahey hein,A
hum jins parast itni khushiyan kyun mana rahey hein wo to jahannum mein jayen,A
a very nice way to get likes from a pakistan audience,NA
watching on dec,NA
maqbooza kashmir mein qabrustan jesi khamoshi hai chup ka aatish fishan phatney ke qareeb hai,A
musalsal curfew ke sabab kashmiriyon ko adviyaat aur khoorak tk meyassar nahi,A
eng sub plz,NA
ye punjabee culture,NA
tjy marna hai kia bhosrike,A
is sari soortehaal mein pakistan ki awam mazeed afsurdah hui hai,A
drama seem very advance level but bill through cash,NA
Johnny tum ne mujhe apney kuttey ki tarah treak kertay ho,A
tu aur tera dost mery lun k neechy latky achy lago gy,A
bharat ne apney hi logon ke khilaf jung cheir rakhi hai,A
yeah me too,NA
what a mind blowing drama,NA
belal abbas what a drama,NA
RSS aur naziyon ki ideology nasli taasub per mabni hai,A
janooni nojawan ne eenten maar ker bijli ke 25 meter tor diye,A
khoti re bacchon kaise jaldi sataya karo,A
sb se zayada rapists Delhi mein paye jaty hein,A
tesla car in pakistan,NA
qabiz bharti fouj kashmiri nojawanon ko dehshatgard qarar de ker shaheed kerti ja rahi hai,A
chal nikal pakistani zyada dekh tain,A
is shamsi tawanai se chalney waley khusrey ko ban ker dena chahiye,A
yes its not good really,NA
tumhary lund ka topa ghaib nahi ho jaye ga,A
kon kon reel dekh aya,NA
kisi sasti tawaif k najaez buchay,A
zalimon ka ehtesab zruri hai,A
kia ghatiya drama banaya ahai logon nejese pakistan mai phele hi normal nahi gunda bazi wala culture idher to phele hi jis laathi usko bhains wala hisab ab log aasa deekha rahe ho hadd tak kisi tang karo to aik din larki set hojati consent kich nahi hotakaun bagairat ratan muqadas malik durr fittay mun writter ratan pe ussse bhi bhara dur fitay mun muqadas jisne ne direct kia,NA
bkl add hi boht aty hen,NA
teri phuddi ka sara mohalla devana hai,A
dadi ji dopta lay kar khana khya karo,NA
teray bachon ne sochna hai ke papa kitney chootar aadmi thay,A
how funny reaction of amma ji on kamyars topic oh acha me awein preshan ho ryi ti,NA
kon kaha sai daikh raha bataw,NA
banda jaan se nahi maarna bs uska lund kaatna hai,A
insta bhag aahi dekhne ek reels sakkar me,A
first bangladeshi viewer,NA
i dont know why but i think people like kamiyar should not exist,NA
kon kon meri tarah facebook reels dekhker aya,NA
online work only for girls,NA
Railway minister resign kry aur ghar jaye,A
Tery jasy ducky ka tata saf karty hain bsdk,A
seriously driving and want a nap,NA
tere pakistan ki to maa ko sare world ne choda bhenchod india ke bache chup,A
watching from bangladesh,NA
ye bhi likho dance bhi haram hay,NA
punch me hi mar gaya lrka,NA
bund marwaney waley sher nahi hotey,A
did you watch khai,NA
vote for everyday episode,NA
sab koi yah drama dekh liya ek hun sab last me aya ho,NA
sirf sasti shohrat k liay isne pakistan aur mard hazraat ka naam badnaam kia hai,A
thanks for conversation,NA
bazurg khatoon shehri se badtameezi kernay waley police ahelkaar ko saza milni chahiye,A
imran khan ne hamein election se pehlay sabz bagh dikhaye,A
leli randi ki to leli,A
foodi want food,NA
any one in feb,NA
yaha hero beijjati chaluab aage tak yesa hi hoga sab koi khuda mohabbat nhi bana sakta he,NA
Pakistan mein aisi dangaron ko koi ghaas nahi dalta yeh khud he larkon ko message karna shuru kar deti hain,A
indians give attendance here,NA
rat time pr episode q ni upload,NA
lahore mein ameer khatoon ka dukandar pe shadeed tashaddud,A
hakumat 1 saal ki ho gai hai lekin abhi tak chalney ka naam nahi le rahi,A
waha kiya portray horha,NA
yes i also notice,NA
madaaris aur masaajid ke naam per siyasat band honi chahiye,A
tera to khana kharab ho ghatia aurat,A
bai had ho gae kesi wahyati dekhai ja ri dramas mni think mn to ni dekhon gi ye dramamuslim to lgty he ni ye log,NA
hareem shah to high standard ki gashti hai,A
musalmanon se nasal parastanah rawayyah rkahna goroun ke khoon mein shamil hai,A
amir se shadi ke baad meri zindagi jahannum bn gayi hai,A
pakistan hamarey mulk mein ghus k hamari army ki maa chod rha hai,A
baaz aa ja khoti k bachy,A
tum jesi ghatia aurat ka koi kam hi ni hai media par,A
yes i agree,NA
gashti ki bund hil hil k mujhy apny paas bula rahi thi,A
ary k daramy black kyun hoty hn matlb andhera hota h roshni bhottt kam hoti h,A
dehshatgardi ke khilaf jung mein sb se zaydah nuqsan pakistan ka hua hai,A
love from dubai,NA
yahoodi loray jesy hoty hein,A
tujhy apnay gashti pan ki qasam sara ki video leak kar,A
anyone from bangladesh,NA
dance bar tameez wala to dikhayenesa lgta hy pagal naatch rhe hnbakwase lights mn,A
ulfat and qutub uncle in parallel universe,NA
ice cream khani hai to pehley mujhey blowjob deni parey gi,A
lodhran mein ba asar zameendaron ne dukandaar ko agwa kiya aur deray per le ja ker shadeed tashaddud ka nishana bana dala,A
deepika padukone ka to pata nahi lekin tu to ek number ki randi ki tarah behave kar rahi h aaj kal,A
kamina character bada bhai aesa laadsaab sa idiot irritating stupid,A
javed miandad modi sarkar ke khilaaf talwaar le ker maidaan mein aa gaye,A
ye bohut gandu aurat hai,A
pehle hi her taraf behayai pheli hoi baqi kami ye third class story wale dramas poori ker rahe kuch to acha sa decent sa drama bana lain yr koi comedy hi bana lain be sharmi mazeed nhi please,NA
ye pakistani drama me pehle hero heroine family jagra ho jatha,NA
feroz khan hota to acha hota,NA
yar khubsurat log aik he frame hn dekhna kis samjh he nahi a rahi,NA
To phudi k is tara tu gand marwany social media pr aaya ha,A
lavde sale gandu tere ko kuch pata hai bahanchod kia chal raha hai idhar,A
khanzeer ka bacha sarak per koora phenk ker chala gaya,A
aamiin ya allah,NA
jo kisan pyar se nahi maney ga usey dandey se samjhaya jaye ga,A
legends focus on,NA
gand tor dein gy ye log meri mujhey bacha lo,A
finally get to see another amazing pak drama after meem mohabbat,NA
jb pta ha shrab noshi hram ha to pety q ha,NA
ye gidda sa hero kon bhai aukat bada roll,NA
indian sare jalo,A
oye dalley ja ker apna kaam ker mery ser per nah sawaar ho,A
watching from europe,NA
penyakka peyu se aisey bat nahi kartay,A
kisi charsi ki najaez olad ho tum,A
my favorite person hazrat muhammad saw,NA
you should watch parwarish and pinjara than,NA
please add bengali subtitle,NA
tharparkar ki halat zindah hai bhutto kehney walon ke moun per zordaar tamanchah hai,A
Canada waly dally ne mulk ka bohut nuqsan kia,A
turkish drama vibes a rhi hn,NA
yr larki dressing sb dkh rh h yh muslim km hindu drama lug rh h,NA
kon kon india,NA
dance party drugs sharab noshi bus yahi sab promot kia ja raha sab pehle ye sab dikhaya jata bhir kahani agey barhti so sad,NA
iam bangladesh s,NA
kashmir se madad ki pukar per hakumat ne mujrimaana khamoshi ikhteyar ki hui hai,A
ayra and kamyars love what a chemistry between them,NA
kon kon meri trh january ma dekh reha ha,NA
elon cha cha mazak bana dia,NA
yar ak to mujhe ye bat samj nhi ati wesy to humara mulk bechara gareeb ha hr dusry drama mai larky itna rich bnaya hota ha k usy protocol asy diya jata ha jesy koi president ho kiya sach mai mere mulk mai itny ameer log hn agr hn to itny ziada haaaaaan,NA
merai zindagi hy tu cyber truck show off,NA
iqbal park main larki ko hujoom ne shadid haraasan kiya,A
sasti gashti ka ghar hai ye,A
likes k lye karty hun sary,NA
bohut ghatiya nasal ki kutta hai tu,A
ary esme to dha wali mide he,NA
kon kon intjar kar rha kab start hongi karke,NA
incoming blockbuster drama uff billal,NA
exactly khud bhi aik larki ho qasam ye sawal hargiz nahi karti na hi muja shok dusro mu apni tareef nikalna ye suna,A
what a super duper drama,NA
kashmiriyon ki awaz ko dabaney ki ghanaoni koshish bharat ne waadi mein curfew mazeed sakht ker diya kashmiriyon ko namaz e jumma bhi adaa na kernay di gayi,A
i hate it how to watch a drama when you dont have eng sub terrible,A
love from bangladesh,NA
javeria abbasi and shamoon abbasi in one project,NA
